4.083197712898254395e-01,8.370854854583740234e-01,1.281842589378356934e+00
1.035911440849304199e+00,1.558128446340560913e-01,1.138998270034790039e+00
5.817113518714904785e-01,-8.161289691925048828e-01,-1.627485007047653198e-01
-2.912777960300445557e-01,-8.980672359466552734e-01,-1.225955367088317871e+00
-1.006819605827331543e+00,-3.021369278430938721e-01,-1.216494560241699219e+00
-6.815236210823059082e-01,7.557494640350341797e-01,-1.209942251443862915e-02
1.767130047082901001e-01,9.151922464370727539e-01,1.130955815315246582e+00
9.669002294540405273e-01,3.955763578414916992e-01,1.293335080146789551e+00
7.561610341072082520e-01,-6.157595515251159668e-01,2.012788504362106323e-01
-4.335934668779373169e-02,-9.666470885276794434e-01,-1.057634472846984863e+00
